error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected
fold3_3751_ID1379.txt_31_57_57_tuen	orth: 17 insertions: other cases	4	übriges tun	0	-1	-5710.39	1	-3.17872	1	-7.46772	1	-9.32324	tun
fold3_3751_ID1379.txt_31_57_57_tuen	orth: 17 insertions: other cases	4	übriges	0	-1	-5710.39	1	-3.29013	1	-7.37546	1	-9.26344	tun
fold3_3751_ID1379.txt_31_57_57_tuen	orth: 17 insertions: other cases	4	tun übriges	0	-1	-5710.39	1	-3.49707	1	-7.26679	1	-9.11276	tun
fold3_4636_ID2153.txt_11_98_98_bewähltigen	orth: 17 insertions: other cases	11	bewältigen	1	1	-2805.62	0	0.0	0	0.0	0	0.0	bewältigen
fold3_4636_ID2153.txt_11_98_98_bewähltigen	orth: 17 insertions: other cases	11	- bewältigen	0	1	-9809.17	0	0.0	0	0.0	0	0.0	bewältigen
fold3_4969_ID1206.txt_7_18_18_Jungendlicher	orth: 17 insertions: other cases	13	jungendlicher	0	1	-8608.39	-1	-1.60004	-1	-3.76991	-1	-5.09337	Jugendlicher
fold3_4969_ID1206.txt_7_18_18_Jungendlicher	orth: 17 insertions: other cases	13	Jugendlicher	1	-1	-8608.39	1	-1.60004	1	-3.76991	1	-5.09337	Jugendlicher
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	-Partys	0	1	-8309.14	-1	-2.60103	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys	1	1	-8309.18	-1	-2.60103	1	-3.1848	1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	man partys	0	1	-8309.6	-1	-2.60103	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	-Party's	0	1	-8309.64	-1	-2.60103	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	an partys	0	1	-8309.65	-1	-2.60103	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Partys	0	-1	-8309.14	1	-2.60103	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys party	0	-1	-8309.14	1	-2.61786	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Partymachen	0	-1	-8309.14	1	-2.61874	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Partybesuche	0	-1	-8309.14	1	-2.62723	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Diskos Partys	0	-1	-8309.14	1	-2.62805	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Ü-40-Party	0	-1	-8309.14	1	-2.63271	-1	-3.1848	-1	-2.456	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party ' s	0	-1	-8309.14	-1	-2.60103	1	-6.27785	1	-4.86467	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Enzensbergers	0	-1	-8309.14	-1	-2.60103	1	-6.66039	1	-5.35058	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party '	0	-1	-8309.14	-1	-2.60103	1	-6.66149	1	-5.38128	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Partys	0	-1	-8309.14	-1	-2.60103	1	-6.68445	1	-5.38703	Partys
fold4_1896_ID2960.txt_40_31_31_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Hobbys	0	-1	-8309.14	-1	-2.60103	1	-6.69919	1	-5.40885	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	-Partys	0	1	-2107.84	-1	-1.40235	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys	1	1	-2107.88	1	-1.40235	1	-4.02761	1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	'	0	-1	-2107.84	1	-102.028	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	iPods	0	-1	-2107.84	1	-102.03	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Hobbys	0	-1	-2107.84	1	-102.036	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Omas	0	-1	-2107.84	1	-102.037	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Handys	0	-1	-2107.84	1	-102.059	-1	-4.02761	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party ' s	0	-1	-2107.84	-1	-1.40235	1	-104.59	1	-103.547	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Flatrate saufen	0	-1	-2107.84	-1	-1.40235	1	-104.867	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys Flatrate	0	-1	-2107.84	-1	-1.40235	1	-104.882	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Partys	0	-1	-2107.84	-1	-1.40235	1	-104.938	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Party Hobbys	0	-1	-2107.84	-1	-1.40235	1	-104.955	-1	-3.11934	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	saufen Partys	0	-1	-2107.84	-1	-1.40235	-1	-4.02761	1	-103.402	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Flatrate saufen Partys	0	-1	-2107.84	-1	-1.40235	-1	-4.02761	1	-103.47	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Flatrate Partys	0	-1	-2107.84	-1	-1.40235	-1	-4.02761	1	-103.478	Partys
fold4_2607_ID1316.txt_42_21_21_Party's	orth: 26 missing or incorrect use of apostrophes	7	Partys mit	0	-1	-2107.84	-1	-1.40235	-1	-4.02761	1	-103.479	Partys
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	er DVD's	0	1	-11412.1	-1	-103.213	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVDs	1	1	-11412.2	-1	-103.213	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	-DVD's	0	1	-11412.3	-1	-103.213	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	- DVD's	0	1	-11412.4	-1	-103.213	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	en DVD's	0	1	-11412.6	-1	-103.213	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	Partys DVD	0	-1	-11412.1	1	-103.213	-1	-108.418	1	-106.83	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	Handys DVD	0	-1	-11412.1	1	-103.214	-1	-108.418	1	-106.849	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	' DVD	0	-1	-11412.1	1	-103.232	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	iPods DVD	0	-1	-11412.1	1	-103.234	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	Hobbys DVD	0	-1	-11412.1	1	-103.236	-1	-108.418	1	-106.872	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	Discos DVD	0	-1	-11412.1	1	-103.239	-1	-108.418	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD ' s	0	-1	-11412.1	-1	-103.213	1	-108.418	1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD Handys	0	-1	-11412.1	-1	-103.213	1	-108.753	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD Partys	0	-1	-11412.1	-1	-103.213	1	-108.77	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD Enzensbergers	0	-1	-11412.1	-1	-103.213	1	-108.784	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD '	0	-1	-11412.1	-1	-103.213	1	-108.796	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	DVD Discos	0	-1	-11412.1	-1	-103.213	1	-108.799	-1	-106.575	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	' s DVD	0	-1	-11412.1	-1	-103.213	-1	-108.418	1	-106.807	DVDs
fold4_2986_ID1453.txt_12_59_59_DVD's	orth: 26 missing or incorrect use of apostrophes	5	Enzensbergers DVD	0	-1	-11412.1	-1	-103.213	-1	-108.418	1	-106.83	DVDs
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranickis	1	1	-6305.25	-1	-102.885	-1	-107.008	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	' Ranicki	0	-1	-6305.25	1	-102.885	-1	-107.008	1	-106.0	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	iPods Ranicki	0	-1	-6305.25	1	-102.887	-1	-107.008	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Partys Ranicki	0	-1	-6305.25	1	-102.909	-1	-107.008	1	-106.006	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Handys Ranicki	0	-1	-6305.25	1	-102.915	-1	-107.008	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Diskos Ranicki	0	-1	-6305.25	1	-102.916	-1	-107.008	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Hobbys Ranicki	0	-1	-6305.25	1	-102.922	-1	-107.008	1	-106.027	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki ' s	0	-1	-6305.25	-1	-102.885	1	-107.008	1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki Enzensbergers	0	-1	-6305.25	-1	-102.885	1	-107.39	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki '	0	-1	-6305.25	-1	-102.885	1	-107.392	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki Partys	0	-1	-6305.25	-1	-102.885	1	-107.414	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki Hobbys	0	-1	-6305.25	-1	-102.885	1	-107.429	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Ranicki Handys	0	-1	-6305.25	-1	-102.885	1	-107.431	-1	-105.664	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	' s Ranicki	0	-1	-6305.25	-1	-102.885	-1	-107.008	1	-105.901	Ranickis
fold4_3386_ID2065.txt_5_32_32_Ranicki's	orth: 26 missing or incorrect use of apostrophes	9	Enzensbergers Ranicki	0	-1	-6305.25	-1	-102.885	-1	-107.008	1	-105.969	Ranickis
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensbergers	1	1	-4009.34	1	-1.72849	1	-4.6194	1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger '	0	-1	-4009.34	1	-3.384	1	-8.85523	-1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger iPods	0	-1	-4009.34	1	-3.38581	-1	-4.6194	-1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	'	0	-1	-4009.34	1	-3.39816	-1	-4.6194	-1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Partys	0	-1	-4009.34	1	-3.40811	1	-8.87819	-1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	' Enzensbergers	0	-1	-4009.34	1	-3.41108	-1	-4.6194	-1	-3.71046	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger ' s	0	-1	-4009.34	-1	-1.72849	1	-8.47159	1	-6.53878	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensbergers über	0	-1	-4009.34	-1	-1.72849	1	-8.83119	1	-6.66142	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	Enzensberger Enzensbergers	0	-1	-4009.34	-1	-1.72849	1	-8.85412	1	-7.02468	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	über Enzensbergers	0	-1	-4009.34	-1	-1.72849	-1	-4.6194	1	-6.81527	Enzensbergers
fold4_3390_ID2065.txt_9_0_0_Enzensberger's	orth: 26 missing or incorrect use of apostrophes	14	über	0	-1	-4009.34	-1	-1.72849	-1	-4.6194	1	-6.97399	Enzensbergers
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	sie	0	1	-8604.22	1	-4.57648	1	-2.78499	1	-3.93701	er
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	Sie will man	0	1	-8604.27	-1	-4.57648	-1	-2.78499	-1	-3.93701	er
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	-Sie	0	1	-8604.39	-1	-4.57648	-1	-2.78499	-1	-3.93701	er
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	n Sie	0	1	-8604.39	-1	-4.57648	-1	-2.78499	-1	-3.93701	er
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	en Sie	0	1	-8604.41	-1	-4.57648	-1	-2.78499	-1	-3.93701	er
fold9_249_ID2030.txt_6_0_0_Sie	corr: number	3	er	1	-1	-8604.22	1	-4.88664	1	-3.05438	1	-4.24966	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	er sie	0	1	-19107.9	-1	-10.6517	-1	-6.41574	-1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	will man sie	0	1	-19108.1	-1	-10.6517	-1	-6.41574	-1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	Sie	0	-1	-19107.9	1	-10.6517	1	-6.41574	1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	er	1	-1	-19107.9	1	-10.7916	1	-6.52454	1	-9.07193	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	es	0	-1	-19107.9	1	-10.9417	1	-6.71622	1	-9.2841	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	diese	0	-1	-19107.9	1	-10.9988	-1	-6.41574	-1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	ihn	0	-1	-19107.9	1	-11.006	-1	-6.41574	-1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	sie ihre	0	-1	-19107.9	-1	-10.6517	1	-6.73919	1	-9.30421	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	sie tun	0	-1	-19107.9	-1	-10.6517	1	-6.75585	-1	-8.94054	er
fold9_366_ID1170.txt_56_139_140_sie	corr: number	3	, sie	0	-1	-19107.9	-1	-10.6517	-1	-6.41574	1	-9.32951	er
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	er ihnen	0	1	-11405.1	-1	-7.18941	-1	-4.30912	-1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	will man ihnen	0	1	-11405.2	-1	-7.18941	-1	-4.30912	-1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	rch ihnen	0	1	-11405.3	-1	-7.18941	-1	-4.30912	-1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	-ihnen	0	1	-11405.4	-1	-7.18941	-1	-4.30912	-1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	en ihnen	0	1	-11405.4	-1	-7.18941	-1	-4.30912	-1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	Ihnen	0	-1	-11405.1	1	-7.18941	1	-4.30912	1	-6.11397	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	ihm	1	-1	-11405.1	1	-7.28235	1	-4.36947	1	-6.17895	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	ihr	0	-1	-11405.1	1	-7.29584	1	-4.37394	1	-6.18337	ihm
fold9_378_ID1170.txt_68_88_88_ihnen	corr: number	5	sie	0	-1	-11405.1	1	-7.38902	1	-4.43584	1	-6.2494	ihm
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	er ist	0	1	-2802.77	-1	-2.53901	-1	-1.76941	-1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	will man ist	0	1	-2802.87	-1	-2.53901	-1	-1.76941	-1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	em ist	0	1	-2803.03	-1	-2.53901	-1	-1.76941	-1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	en ist	0	1	-2803.08	-1	-2.53901	-1	-1.76941	-1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	-ist	0	1	-2803.11	-1	-2.53901	-1	-1.76941	-1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	sind	1	-1	-2802.77	1	-2.53901	1	-1.76941	1	-2.49372	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	isst	0	-1	-2802.77	1	-2.76004	1	-2.07147	1	-2.84616	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	fünfzigjährigen	0	-1	-2802.77	1	-3.10838	-1	-1.76941	1	-2.84726	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	das ist	0	-1	-2802.77	-1	-2.53901	1	-2.04048	1	-2.79074	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	ist sie	0	-1	-2802.77	-1	-2.53901	1	-2.07214	1	-2.81698	sind
fold9_792_ID1977.txt_26_12_12_ist	corr: number	3	ist folgende	0	-1	-2802.77	-1	-2.53901	1	-2.11263	-1	-2.49372	sind
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	aber macht	0	1	-15004.3	-1	-3.3682	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	er macht	0	1	-15004.3	-1	-3.3682	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	will man macht	0	1	-15004.6	-1	-3.3682	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	ber macht	0	1	-15004.6	-1	-3.3682	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	-macht	0	1	-15004.6	-1	-3.3682	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	machen	1	-1	-15004.3	1	-3.3682	1	-2.03249	1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	Macht	0	-1	-15004.3	1	-3.5985	1	-2.24093	1	-3.71647	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	klarmacht	0	-1	-15004.3	1	-3.84906	1	-2.4109	1	-3.91372	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	draufmacht	0	-1	-15004.3	1	-4.17654	1	-2.72065	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	freimacht	0	-1	-15004.3	1	-4.17654	-1	-2.03249	-1	-3.47791	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	nachmacht	0	-1	-15004.3	-1	-3.3682	1	-2.71994	1	-4.20764	machen
fold9_1104_ID2982.txt_3_99_99_macht	corr: number	5	mitmacht	0	-1	-15004.3	-1	-3.3682	-1	-2.03249	1	-4.18736	machen
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	werden	1	0	0.0	1	-3.16075	1	-2.53422	1	-3.38812	werden
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	anders wird	0	0	0.0	1	-4.11118	1	-3.08118	-1	-3.38812	werden
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	anderst wird	0	0	0.0	1	-4.15105	-1	-2.53422	1	-3.50893	werden
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	anderst . wird	0	0	0.0	1	-4.15153	-1	-2.53422	-1	-3.38812	werden
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	wird er	0	0	0.0	-1	-3.16075	1	-2.54453	1	-3.4263	werden
fold9_2008_ID1723.txt_40_33_33_wird	corr: number	4	anderst	0	0	0.0	-1	-3.16075	1	-3.04536	-1	-3.38812	werden
