error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	expected
fold5_2129_ID2246.txt_16_64_64_Parties	orth: 18 transpositions: of vowels	7	Partys	1	1	-4302.99	1	-18.0	1	-2.17375	1	-2.11877	Partys
fold5_2129_ID2246.txt_16_64_64_Parties	orth: 18 transpositions: of vowels	7	-Partys	0	1	-10109.9	1	-18.0	1	-5.44434	1	-5.74497	Partys
fold5_2129_ID2246.txt_16_64_64_Parties	orth: 18 transpositions: of vowels	7	an partys	0	1	-10110.0	-1	-18.0	-1	-2.17375	-1	-2.11877	Partys
fold5_2129_ID2246.txt_16_64_64_Parties	orth: 18 transpositions: of vowels	7	man partys	0	1	-10110.0	-1	-18.0	-1	-2.17375	-1	-2.11877	Partys
fold5_2129_ID2246.txt_16_64_64_Parties	orth: 18 transpositions: of vowels	7	partys	0	1	-10110.2	-1	-18.0	-1	-2.17375	-1	-2.11877	Partys
fold5_1672_ID1339.txt_15_123_124_Hobbies	orth: 18 transpositions: of vowels	7	Hobbys	1	0	0.0	1	-134.0	1	-3008.59	1	-3008.74	Hobbys
fold5_4516_ID2825.txt_42_45_45_Parties	orth: 18 transpositions: of vowels	7	-Partys	0	0	0.0	1	-22.0	1	-6.64086	1	-6.92984	Partys
fold5_4516_ID2825.txt_42_45_45_Parties	orth: 18 transpositions: of vowels	7	Partys	1	0	0.0	1	-22.0	1	-3.36245	1	-3.96478	Partys
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	Pubatät	0	1	-1.89523	-1	-1.65635	-1	-3.53481	-1	-4.09141	Pubertät
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	Pu patät	0	1	-2.01879	-1	-1.65635	-1	-3.53481	-1	-4.09141	Pubertät
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	Pupa tät	0	1	-2.0386	-1	-1.65635	-1	-3.53481	-1	-4.09141	Pubertät
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	at Pupät	0	1	-2.05494	-1	-1.65635	-1	-3.53481	-1	-4.09141	Pubertät
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	pa Putät	0	1	-2.05938	-1	-1.65635	-1	-3.53481	-1	-4.09141	Pubertät
fold6_1690_ID2367.txt_39_20_20_Pupatät	orth: Unknown	7	Pubertät	1	-1	-1.89523	1	-1.65635	1	-3.53481	1	-4.09141	Pubertät
fold2_177_ID1826.txt_50_40_40_geniessen	orth: 24 transpositions: of (ss) and (ß)	9	genießen	1	1	-7198.96	1	-13.0	1	-5.10782	1	-4.58446	genießen
fold2_961_ID2290.txt_11_48_48_Aussenseiter	orth: 24 transpositions: of (ss) and (ß)	12	Außenseiter	1	0	0.0	1	-9.0	1	-3.81262	1	-3.33331	Außenseiter
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	gute	0	0	0.0	1	-118.0	-1	-107.716	-1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	gute heißt	0	0	0.0	1	-118.0	1	-113.776	1	-112.671	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	Job-chancen	0	0	0.0	1	-118.0	-1	-107.716	-1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	zugute	0	0	0.0	1	-118.0	-1	-107.716	-1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	Gute	0	0	0.0	1	-118.0	-1	-107.716	-1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	Job-chancen heißt gute	0	0	0.0	1	-118.0	-1	-107.716	-1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	heißt	1	0	0.0	-1	-118.0	1	-107.716	1	-106.987	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	Job-chancen heißt	0	0	0.0	-1	-118.0	1	-113.016	1	-111.81	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	heißt gute	0	0	0.0	-1	-118.0	1	-113.41	1	-112.303	heißt
fold2_1506_ID2808.txt_13_47_47_heisst	orth: 24 transpositions: of (ss) and (ß)	6	heißt Job-chancen	0	0	0.0	-1	-118.0	1	-113.545	1	-112.237	heißt
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, dem Schluss es besser ist	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, der Schluss es besser ist	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, den Schluss es besser ist	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	dasselbe	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	dem Schluss	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	der Schluss	0	0	0.0	1	-26.0	-1	-7.07379	-1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Schluss	1	0	0.0	-1	-26.0	1	-7.07379	1	-6.36396	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Schluss das	0	0	0.0	-1	-26.0	1	-11.4898	1	-10.7174	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Schluss dass	0	0	0.0	-1	-26.0	1	-11.918	1	-11.1752	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, Schluss das es besser ist	0	0	0.0	-1	-26.0	1	-11.9208	1	-11.0054	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, Schluss dass es besser ist	0	0	0.0	-1	-26.0	1	-12.0851	1	-11.2346	Schluss
fold2_2014_ID2128.txt_48_27_27_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	, das Schluss es besser ist	0	0	0.0	-1	-26.0	1	-12.3156	1	-11.2091	Schluss
fold2_3814_ID1046.txt_2_86_86_läßt	orth: 24 transpositions: of (ss) and (ß)	4	lässt	1	0	0.0	1	-16.0	1	-6.59869	1	-5.95069	lässt
fold2_333_ID1121.txt_4_190_190_Spass	orth: 24 transpositions: of (ss) and (ß)	5	Spaß	1	0	0.0	0	0.0	1	-3924.48	1	-3921.0	Spaß
fold2_333_ID1121.txt_4_190_190_Spass	orth: 24 transpositions: of (ss) and (ß)	5	so etwas	0	0	0.0	0	0.0	1	-3925.67	1	-3922.38	Spaß
fold2_333_ID1121.txt_4_190_190_Spass	orth: 24 transpositions: of (ss) and (ß)	5	etwas	0	0	0.0	0	0.0	1	-3925.78	1	-3922.61	Spaß
fold2_333_ID1121.txt_4_190_190_Spass	orth: 24 transpositions: of (ss) and (ß)	5	macht	0	0	0.0	0	0.0	-1	-3924.48	1	-3923.6	Spaß
fold2_2031_ID2128.txt_65_32_32_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Schluss	1	0	0.0	0	0.0	1	-2625.1	1	-2622.06	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Schluss	1	0	0.0	0	0.0	1	-7.99702	1	-7.20699	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	das Schluss	0	0	0.0	0	0.0	1	-2115.26	1	-2113.47	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	dass Schluss	0	0	0.0	0	0.0	1	-2115.66	1	-2113.9	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	dem Schluss	0	0	0.0	0	0.0	1	-2116.05	1	-2114.29	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	dafür	0	0	0.0	0	0.0	1	-2116.17	1	-2114.47	Schluss
fold2_2037_ID2128.txt_71_17_17_Schluß	orth: 24 transpositions: of (ss) and (ß)	6	Das Schluss	0	0	0.0	0	0.0	1	-2116.3	1	-2114.52	Schluss
fold2_4532_ID1474.txt_8_193_193_ausserdem	orth: 24 transpositions: of (ss) and (ß)	9	außerdem	1	0	0.0	0	0.0	1	-315.833	1	-314.33	außerdem
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	Sie	0	0	0.0	1	-4.46544	1	-6.74004	1	-7.38325	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	er	1	0	0.0	1	-4.48851	-1	-6.50171	1	-7.63673	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	diese	0	0	0.0	1	-4.78482	-1	-6.50171	-1	-7.30699	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	wir	0	0	0.0	1	-4.81777	-1	-6.50171	-1	-7.30699	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	ihn	0	0	0.0	1	-4.82804	-1	-6.50171	-1	-7.30699	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	ihre sie	0	0	0.0	-1	-4.46544	1	-6.50171	1	-7.31913	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	sie ihre	0	0	0.0	-1	-4.46544	1	-6.56747	1	-7.30699	er
fold6_518_ID2421.txt_30_34_34_sie	corr: number	3	sie ihre Lehre daraus .	0	0	0.0	-1	-4.46544	1	-6.81877	-1	-7.30699	er
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	Ihre	0	0	0.0	1	-4.51464	-1	-6.49846	-1	-7.20399	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	ihrer	0	0	0.0	1	-4.56901	-1	-6.49846	-1	-7.20399	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	seine	1	0	0.0	1	-4.60126	-1	-6.49846	1	-7.80909	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	sie ziehen ihre	0	0	0.0	1	-4.93032	-1	-6.49846	-1	-7.20399	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	sie ziehen	0	0	0.0	1	-5.1496	-1	-6.49846	-1	-7.20399	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	sie ihre	0	0	0.0	-1	-4.51464	1	-6.49846	1	-7.20399	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	ihre sie	0	0	0.0	-1	-4.51464	1	-6.59151	1	-7.41036	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	ziehen	0	0	0.0	-1	-4.51464	1	-6.81877	1	-7.67699	seine
fold6_518_ID2421.txt_30_45_46_ihre	corr: number	4	ziehen ihre	0	0	0.0	-1	-4.51464	1	-6.92567	-1	-7.20399	seine
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	den	1	0	0.0	1	-10.0135	1	-14.9864	1	-16.7444	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	das	0	0	0.0	1	-10.1352	-1	-14.6253	1	-16.8062	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	des	0	0	0.0	1	-10.2146	-1	-14.6253	-1	-16.6966	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	demselben	0	0	0.0	1	-10.2186	-1	-14.6253	-1	-16.6966	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	der	0	0	0.0	1	-10.3049	-1	-14.6253	-1	-16.6966	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	dem Jugendlichen	0	0	0.0	-1	-10.0135	1	-14.6253	1	-16.6966	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	Jugendlichen dem	0	0	0.0	-1	-10.0135	1	-14.7908	1	-16.9452	den
fold6_1120_ID1610.txt_15_93_93_dem	corr: number	3	gleichaltrige dem	0	0	0.0	-1	-10.0135	1	-15.013	-1	-16.6966	den
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	Sie	0	0	0.0	1	-106.561	1	-109.412	1	-110.458	er
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	er	1	0	0.0	1	-106.923	1	-109.838	1	-110.969	er
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	wir	0	0	0.0	1	-107.113	1	-110.225	1	-111.535	er
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	ihn	0	0	0.0	1	-107.169	1	-110.246	1	-111.611	er
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	diese	0	0	0.0	1	-107.199	-1	-109.412	1	-111.583	er
fold6_1680_ID2367.txt_29_9_9_sie	corr: number	3	sie sich	0	0	0.0	-1	-106.561	1	-110.21	-1	-110.458	er
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	sie	1	1	-10806.9	1	-8.41718	1	-12.6776	1	-13.428	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	si e	0	1	-8605.21	-1	-6.37282	-1	-9.04972	-1	-10.3765	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	e si	0	1	-8605.26	-1	-6.37282	-1	-9.04972	-1	-10.3765	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	i se	0	1	-8605.39	-1	-6.37282	-1	-9.04972	-1	-10.3765	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	sei	0	1	-8605.43	-1	-6.37282	-1	-9.04972	-1	-10.3765	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	Sie	0	-1	-8605.21	1	-6.37282	1	-9.04972	1	-10.3765	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	er	0	-1	-8605.21	1	-6.70319	1	-9.45615	1	-10.8657	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	ihn	0	-1	-8605.21	1	-6.83096	1	-9.77842	1	-11.416	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	wir	0	-1	-8605.21	1	-6.90074	1	-9.84984	1	-11.4384	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	diese	0	-1	-8605.21	1	-7.00086	-1	-9.04972	1	-11.4951	sie
fold6_1799_ID2211.txt_38_22_22_sie	corr: number	3	sie sich	0	-1	-8605.21	-1	-6.37282	1	-9.86041	-1	-10.3765	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	sie	1	1	-5102.88	1	-3.04364	1	-4.9885	1	-5.36612	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	er	0	-1	-5102.88	1	-8.85666	1	-13.672	1	-14.9364	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	Sie	0	-1	-5102.88	1	-9.0332	1	-13.6478	1	-14.8578	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	wir	0	-1	-5102.88	1	-9.13402	-1	-4.9885	-1	-5.36612	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	diese	0	-1	-5102.88	1	-9.43659	-1	-4.9885	-1	-5.36612	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	ihn	0	-1	-5102.88	1	-9.53394	-1	-4.9885	-1	-5.36612	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	sie das	0	-1	-5102.88	-1	-3.04364	1	-13.4445	1	-14.8165	sie
fold6_1800_ID2211.txt_39_5_5_sie	corr: number	3	das sie	0	-1	-5102.88	-1	-3.04364	1	-13.7299	1	-15.0556	sie
fold6_2140_ID2861.txt_5_44_44_sie	corr: number	3	sie	1	1	-4902.27	1	-1.77687	1	-3.59307	1	-4.15399	sie
fold6_2140_ID2861.txt_5_44_44_sie	corr: number	3	Sie	0	-1	-4902.27	1	-105.957	1	-110.033	1	-111.351	sie
fold6_2140_ID2861.txt_5_44_44_sie	corr: number	3	Persöhlichkeit sie	0	-1	-4902.27	1	-106.037	1	-109.985	1	-111.72	sie
fold6_2140_ID2861.txt_5_44_44_sie	corr: number	3	sie Persöhlichkeit	0	-1	-4902.27	1	-106.11	1	-109.945	1	-111.464	sie
fold6_2140_ID2861.txt_5_44_44_sie	corr: number	3	er	0	-1	-4902.27	1	-106.278	1	-110.437	1	-111.838	sie
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	machen	1	0	0.0	1	-11.8247	1	-16.0965	1	-18.5243	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	freimacht	0	0	0.0	1	-12.1235	1	-16.3716	-1	-18.5243	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	draufmacht	0	0	0.0	1	-12.1235	1	-16.3716	-1	-18.5243	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	mitmacht	0	0	0.0	1	-12.1405	1	-16.371	1	-19.1078	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	nachmacht	0	0	0.0	1	-12.1541	-1	-16.0965	1	-19.1471	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	macht durch	0	0	0.0	-1	-11.8247	1	-16.3344	1	-19.1591	machen
fold6_2633_ID2098.txt_27_82_82_macht	corr: number	5	durchmacht	0	0	0.0	-1	-11.8247	-1	-16.0965	1	-19.1657	machen
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	sie	1	1	-17708.8	1	-2911.71	1	-2919.76	1	-2918.0	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	Sie	0	-1	-17708.8	1	-7.26002	1	-11.2597	1	-12.7133	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	er	0	-1	-17708.8	1	-7.36058	1	-11.4847	1	-13.0077	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	wir	0	-1	-17708.8	1	-7.62306	1	-11.9273	1	-13.6329	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	diese	0	-1	-17708.8	1	-7.71483	-1	-11.2597	1	-13.6842	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	ihn	0	-1	-17708.8	1	-7.88287	-1	-11.2597	-1	-12.7133	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	sie sich	0	-1	-17708.8	-1	-7.26002	1	-11.8594	1	-13.7858	sie
fold6_3176_ID1227.txt_30_85_85_sie	corr: number	3	sie das	0	-1	-17708.8	-1	-7.26002	1	-11.9536	-1	-12.7133	sie
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	seine	1	0	0.0	1	-6.53155	1	-10.5893	1	-12.0391	seine
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	ihr	0	0	0.0	1	-6.75558	1	-10.7991	1	-12.3298	seine
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	seinem	0	0	0.0	1	-6.84425	1	-10.8565	1	-12.4031	seine
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	-Sein	0	0	0.0	1	-6.86708	1	-10.8919	1	-12.6945	seine
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	Jungsein	0	0	0.0	1	-7.08122	-1	-10.5893	-1	-12.0391	seine
fold6_3267_ID2296.txt_11_25_25_sein	corr: number	4	seinen	0	0	0.0	-1	-6.53155	1	-10.9864	1	-12.5606	seine
fold6_3267_ID2296.txt_11_95_94_diese	corr: number	5	Diese	0	0	0.0	1	-6.93586	1	-10.9236	1	-12.4463	dieser
fold6_3267_ID2296.txt_11_95_94_diese	corr: number	5	dieses	0	0	0.0	1	-6.96739	1	-11.0489	1	-12.6288	dieser
fold6_3267_ID2296.txt_11_95_94_diese	corr: number	5	dieser	1	0	0.0	1	-6.99066	1	-10.9721	1	-12.4629	dieser
fold6_3267_ID2296.txt_11_95_94_diese	corr: number	5	ebendiese	0	0	0.0	1	-7.31092	1	-11.2937	1	-13.1449	dieser
fold6_4192_ID1840.txt_8_56_55_welche	corr: number	6	welche	1	1	-10704.0	1	-2104.59	1	-2110.2	1	-2108.81	welche
fold6_4192_ID1840.txt_8_56_55_welche	corr: number	6	welches	0	-1	-10704.0	1	-7.15206	1	-10.8403	1	-12.3866	welche
fold6_4192_ID1840.txt_8_56_55_welche	corr: number	6	Welche	0	-1	-10704.0	1	-7.29967	1	-10.9371	1	-12.5387	welche
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	sie	1	1	-16306.5	1	-6.94279	1	-12.1358	1	-13.9308	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	si e	0	1	-13206.3	-1	-6.94279	-1	-12.055	-1	-13.9308	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	e si	0	1	-13206.3	-1	-6.94279	-1	-12.055	-1	-13.9308	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	sei	0	1	-13206.3	-1	-6.94279	-1	-12.055	-1	-13.9308	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	i se	0	1	-13206.3	-1	-6.94279	-1	-12.055	-1	-13.9308	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	Sie	0	-1	-13206.3	1	-8.12534	1	-12.055	1	-13.9566	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	er	0	-1	-13206.3	1	-8.37301	1	-12.3919	1	-14.3712	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	wir	0	-1	-13206.3	1	-8.63655	1	-12.8319	1	-14.9937	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	diese	0	-1	-13206.3	1	-8.65236	1	-12.8563	1	-14.987	sie
fold6_4256_ID1816.txt_22_76_76_sie	corr: number	3	ihn	0	-1	-13206.3	1	-8.78658	-1	-12.055	1	-15.1458	sie
