error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	10_gram_rank	1_gram_is_suggested	1_gram_score	1_gram_rank	3_gram_is_suggested	3_gram_score	3_gram_rank	5_gram_is_suggested	5_gram_score	5_gram_rank	spellcheker_suggested	spellcheker_score	spellcheker_rank
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	Ich-muss-das-haben-was-andere-auch-haben	0	0	0.0	-1	1	-143.0	6	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	des	0	0	0.0	-1	0	0.0	-1	1	-116.165	14	1	-115.786	14	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	-1	1	-143.0	2	1	-116.115	13	1	-115.751	13	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	-1	0	0.0	-1	1	-115.887	10	1	-115.46	11	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	-1	1	-143.0	5	1	-115.855	8	1	-115.405	9	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	-1	0	0.0	-1	1	-115.737	7	1	-115.287	7	0	-100	-1
fold5_3158_ID2776.txt_9_96_95_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	-1	1	-143.0	3	1	-115.013	2	1	-114.376	3	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	drin mittendrin	0	0	0.0	-1	1	-6.39161	5	1	-10.9211	9	0	0.0	-1	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	mittendrin mitten	0	0	0.0	-1	1	-6.87639	11	0	0.0	-1	1	-10.6135	10	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	mittendrin mittendrin	0	0	0.0	-1	1	-6.43917	6	1	-10.4187	6	1	-10.5023	9	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	drin mitten	0	0	0.0	-1	1	-6.82883	10	1	-11.1194	13	1	-10.3505	7	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	mittendrin drin	0	0	0.0	-1	1	-6.32764	3	1	-10.1485	5	1	-10.0921	5	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	mitten mittendrin	0	0	0.0	-1	1	-6.16129	2	1	-9.9688	4	1	-9.78851	3	0	-100	-1
fold8_2486_ID1154.txt_34_105_105_mitten drin	orth: 07 sep instead of tog: other cases	11	mittendrin	1	0	0.0	-1	0	0.0	-1	1	-9.00055	0	1	-8.78158	0	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	en Mensch	0	1	-7308.02	150	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	r Mensch	0	1	-7308.01	149	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	er Mensch	0	1	-7307.64	100	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	- Mensch	0	1	-7307.51	9	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	Menschsein	0	0	0.0	-1	1	-2.81519	6	1	-4.9339	4	1	-5.66476	4	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	mensch	0	1	-7307.47	2	1	-2.44257	3	1	-4.66138	3	1	-5.25936	3	0	-100	-1
fold8_967_ID2204.txt_26_37_37_Mensch	infl: strong_instead_of_weak	6	menschen	1	0	0.0	-1	1	-2.17712	2	1	-4.33092	2	1	-4.91469	2	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	Schön-wie-damals öfters	0	0	0.0	-1	1	-4314.36	54	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	wie öfter	0	0	0.0	-1	0	0.0	-1	1	-4330.59	159	0	0.0	-1	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	als wie öfters	0	0	0.0	-1	1	-4314.3	43	1	-4330.38	98	0	0.0	-1	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	öfters wie	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-4324.77	86	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	wie öfters	0	0	0.0	-1	1	-4314.22	31	1	-4330.29	81	1	-4324.75	77	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	als öfters	0	0	0.0	-1	1	-4314.14	23	1	-4330.29	83	1	-4324.62	55	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	öfters als	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-4324.58	45	0	-100	-1
fold8_4482_ID2700.txt_27_289_290_öfters	infl: comparision	6	öfter	1	0	0.0	-1	1	-4313.44	2	1	-4329.45	13	1	-4323.88	13	0	-100	-1
fold9_561_ID1287.txt_11_106_106_möglichkeiten	orth: 02 lcp instead of cap: other cases	13	kleinstmöglichen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	11	4
fold9_561_ID1287.txt_11_106_106_möglichkeiten	orth: 02 lcp instead of cap: other cases	13	ermöglichten	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	5	3
fold9_561_ID1287.txt_11_106_106_möglichkeiten	orth: 02 lcp instead of cap: other cases	13	weitestmöglichen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	11	2
fold9_561_ID1287.txt_11_106_106_möglichkeiten	orth: 02 lcp instead of cap: other cases	13	-möglichkeiten	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	1
fold9_561_ID1287.txt_11_106_106_möglichkeiten	orth: 02 lcp instead of cap: other cases	13	Möglichkeiten	1	0	0.0	-1	1	-6.46764	0	1	-3.88346	0	1	-5.35507	0	1	1	0
fold2_610_ID2321.txt_10_4_4_teil	orth: 02 lcp instead of cap: other cases	4	etil	0	1	-10199.4	146	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_610_ID2321.txt_10_4_4_teil	orth: 02 lcp instead of cap: other cases	4	tiel	0	1	-10199.3	70	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_610_ID2321.txt_10_4_4_teil	orth: 02 lcp instead of cap: other cases	4	t eil	0	1	-10199.3	65	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_610_ID2321.txt_10_4_4_teil	orth: 02 lcp instead of cap: other cases	4	Teil	1	0	0.0	-1	1	-18.0	0	1	-7.89789	0	1	-7.11006	0	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	dafür	0	0	0.0	-1	1	-29.0	7	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	dasselbe	0	0	0.0	-1	1	-29.0	6	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	der	0	0	0.0	-1	1	-29.0	3	0	0.0	-1	0	0.0	-1	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	das beneidenswerteste	0	0	0.0	-1	0	0.0	-1	1	-14.4968	7	1	-13.323	7	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	das ist	0	0	0.0	-1	0	0.0	-1	1	-14.3159	4	1	-13.2141	6	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	das familiäre	0	0	0.0	-1	0	0.0	-1	1	-14.3625	6	1	-13.1941	5	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	-1	1	-29.0	8	1	-14.3622	5	1	-13.1887	4	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	-1	1	-29.0	5	1	-14.3102	3	1	-13.1669	3	0	-100	-1
fold2_4199_ID2549.txt_43_94_94_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	-1	1	-29.0	4	1	-13.3452	2	1	-12.0793	2	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	- so viel	0	1	-11611.3	116	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	sen soviel	0	1	-11611.3	113	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	er soviel	0	1	-11611.2	60	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	er so viel	0	1	-11611.1	54	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	viel	0	0	0.0	-1	1	-4.30767	2	1	-7.92761	3	1	-8.79395	3	0	-100	-1
fold8_1591_ID2122.txt_37_88_88_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	so viel	1	1	-11610.6	0	0	0.0	-1	1	-7.35898	0	1	-8.0922	0	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zu werden	1	1	-5009.63	5	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	2
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zurückkommen	0	0	0.0	-1	1	-105.127	40	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zurückdenken	0	0	0.0	-1	1	-104.969	13	0	0.0	-1	0	0.0	-1	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	mitzuhalten	0	0	0.0	-1	0	0.0	-1	1	-108.771	109	0	0.0	-1	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zuwerden zurück mitzuhalten	0	0	0.0	-1	0	0.0	-1	1	-108.829	118	1	-108.383	42	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zurück	0	0	0.0	-1	1	-104.988	14	0	0.0	-1	1	-108.206	29	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zurück mitzuhalten zuwerden	0	0	0.0	-1	0	0.0	-1	1	-108.789	113	1	-108.182	28	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zuwerden mitzuhalten	0	0	0.0	-1	1	-104.841	4	1	-108.599	33	1	-108.066	24	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	loszuwerden	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	3	4
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zu-werden	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	3
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	mitzuhalten zuwerden	0	0	0.0	-1	1	-104.91	9	1	-108.585	26	1	-107.868	6	0	-100	-1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zuwenden	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	1
fold8_3434_ID2285.txt_57_57_57_zuwerden	orth: 09 tog instead of sep: other cases	8	zuwerfen	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	0
fold7_2610_ID1704.txt_4_72_72_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	s o viel	0	1	-10503.5	131	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	-100	-1
fold7_2610_ID1704.txt_4_72_72_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	viel	0	0	0.0	-1	1	-2.80998	2	1	-4.11688	3	1	-4.40712	3	0	-100	-1
fold7_2610_ID1704.txt_4_72_72_soviel	orth: 08 tog instead of sep: minimal phraseologism	6	so viel	1	1	-10503.2	0	0	0.0	-1	1	-3.71632	2	1	-3.91146	0	0	-100	-1
fold7_658_ID1595.txt_11_65_65_uberleben	orth: 21 transpositions: of vowel and umlaut	9	überleben	1	1	-10803.9	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	0
fold7_658_ID1595.txt_11_65_65_uberleben	orth: 21 transpositions: of vowel and umlaut	9	Huberleben	0	1	-10803.9	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	1
fold7_658_ID1595.txt_11_65_65_uberleben	orth: 21 transpositions: of vowel and umlaut	9	Oberleben	0	1	-10803.9	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	2
fold7_658_ID1595.txt_11_65_65_uberleben	orth: 21 transpositions: of vowel and umlaut	9	Überleben	0	1	-10803.9	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	1	3
fold7_658_ID1595.txt_11_65_65_uberleben	orth: 21 transpositions: of vowel and umlaut	9	erleben	0	1	-10803.9	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	2	4
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	Jugendliche-Sein	0	0	0.0	-1	1	-24.0	3	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	Jugendliche schimpft	0	0	0.0	-1	0	0.0	-1	1	-10.4618	7	0	0.0	-1	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	dass Jugendliche	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-10.0159	7	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	jugendlichem	0	0	0.0	-1	1	-24.0	2	1	-10.3414	6	1	-9.84695	6	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	jugendliches	0	0	0.0	-1	1	-24.0	5	1	-10.3388	5	1	-9.84436	5	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	jugendlicher	0	0	0.0	-1	1	-24.0	6	1	-10.1131	4	1	-9.54776	4	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	jugendliche	1	0	0.0	-1	1	-24.0	7	1	-10.0125	3	1	-9.36627	3	0	-100	-1
fold5_2849_ID1585.txt_15_64_64_Jugendliche	orth: 03 cap instead of lcp	11	jugendlichen	0	0	0.0	-1	1	-24.0	4	1	-9.75849	2	1	-9.03849	2	0	-100	-1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	ein junger Mensch unsicher Souveränität	0	0	0.0	-1	1	-104.392	159	0	0.0	-1	0	0.0	-1	0	-100	-1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	unsicher Souveränität	0	0	0.0	-1	1	-104.358	141	0	0.0	-1	0	0.0	-1	0	-100	-1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	Souveränität junger Mensch unsicher	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-108.664	188	0	-100	-1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	Souveränität unsicher	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-108.609	157	0	-100	-1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	Souveränist	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	3	1
fold4_3754_ID1358.txt_14_44_40_Souveranität	orth: 21 transpositions: of vowel and umlaut	12	Souveränität	1	1	-13315.6	0	1	-103.312	0	1	-109.699	0	1	-107.117	0	1	1	0
fold0_4749_ID2039.txt_22_4_4_weiteren	orth: 02 lcp instead of cap: other cases	8	Weiteren	1	0	0.0	-1	1	-3103.9	0	1	-3108.17	0	1	-3107.61	0	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	. Arbeiten etc	0	0	0.0	-1	1	-15.0	20	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	. etc arbeiten	0	0	0.0	-1	1	-15.0	19	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc .	0	0	0.0	-1	1	-15.0	12	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc	0	0	0.0	-1	1	-15.0	6	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	.	0	0	0.0	-1	1	-15.0	4	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	. etc Arbeiten	0	0	0.0	-1	1	-15.0	3	0	0.0	-1	0	0.0	-1	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc arbeiten	0	0	0.0	-1	0	0.0	-1	1	-6.25596	7	1	-6.16204	8	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc. arbeiten	0	0	0.0	-1	0	0.0	-1	1	-6.25934	8	1	-6.11003	7	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc Arbeiten	0	0	0.0	-1	0	0.0	-1	1	-6.12502	3	1	-6.05694	6	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	etc. Arbeiten	0	0	0.0	-1	0	0.0	-1	1	-6.1284	4	1	-6.00493	5	0	-100	-1
fold5_1138_ID2547.txt_12_53_53_Arbeiten	orth: 03 cap instead of lcp	8	arbeiten	1	1	-5307.72	75	0	0.0	-1	1	-5.51173	2	1	-5.1775	2	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	a erwachsen	0	0	0.0	-1	0	0.0	-1	1	-5.00258	7	0	0.0	-1	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	Erwachsenwerden	0	0	0.0	-1	1	-2.01981	9	0	0.0	-1	1	-4.70195	7	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	erwachsene	0	0	0.0	-1	1	-1.87251	6	1	-4.88806	4	1	-4.55027	6	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	Erwachsene	0	0	0.0	-1	1	-1.86488	5	1	-4.90063	6	1	-4.54408	5	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	Erwachsenen	0	0	0.0	-1	1	-1.86429	4	1	-4.90042	5	1	-4.54342	4	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	erwachsenen	0	0	0.0	-1	1	-1.8127	3	1	-4.79546	3	1	-4.45809	3	0	-100	-1
fold0_3697_ID2590.txt_27_10_10_Erwachsen	orth: 03 cap instead of lcp	9	erwachsen	1	0	0.0	-1	1	-1.68161	0	1	-4.55866	0	1	-4.21461	0	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	des	0	0	0.0	-1	0	0.0	-1	1	-2811.67	76	0	0.0	-1	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	den	0	0	0.0	-1	0	0.0	-1	1	-2811.55	53	0	0.0	-1	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	-1	0	0.0	-1	1	-2811.46	45	0	0.0	-1	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	das Schreckliches	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-2807.06	32	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	das schreckliches	0	0	0.0	-1	0	0.0	-1	0	0.0	-1	1	-2807.05	29	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	-1	0	0.0	-1	1	-2811.39	31	1	-2807.02	21	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	-1	0	0.0	-1	1	-2811.19	16	1	-2806.86	9	0	-100	-1
fold4_3885_ID2135.txt_1_167_167_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	-1	0	0.0	-1	1	-2810.78	2	1	-2806.36	2	0	-100	-1
fold2_4247_ID1307.txt_46_0_0_Das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	-1	1	-17.0	3	1	-11.5588	5	1	-10.8695	5	0	-100	-1
fold2_4247_ID1307.txt_46_0_0_Das	orth: 11 omissions: of double consonants	3	Dasselbe	0	0	0.0	-1	0	0.0	-1	1	-11.3968	3	1	-10.7429	4	0	-100	-1
