error_id	type	error_length	suggestion	is_correct	10_gram_is_suggested	10_gram_score	1_gram_is_suggested	1_gram_score	3_gram_is_suggested	3_gram_score	5_gram_is_suggested	5_gram_score	spellcheker_suggested	spellcheker_score
fold9_360_ID1170.txt_50_60_60_anderen	corr: case	7	andere	0	-1	-6003.25	1	-4.13878	1	-2.76513	1	-3.74828	0	0
fold9_360_ID1170.txt_50_60_60_anderen	corr: case	7	anderem	1	-1	-6003.25	1	-3.95463	1	-2.66536	1	-3.6371	0	0
fold9_360_ID1170.txt_50_60_60_anderen	corr: case	7	will man anderen	0	1	-6003.37	-1	-3.95463	-1	-2.66536	-1	-3.6371	0	0
fold9_360_ID1170.txt_50_60_60_anderen	corr: case	7	er anderen	0	1	-6003.25	-1	-3.95463	-1	-2.66536	-1	-3.6371	0	0
fold6_538_ID2421.txt_50_32_32_jungen	corr: unknown	6	junge	1	0	0.0	1	-6.45354	1	-10.9636	1	-12.7853	0	0
fold7_14_ID2603.txt_14_0_0_Mann	orth: 15 insertions: of double consonants	4	Man	1	0	0.0	1	-1.19039	1	-1.85596	1	-1.87901	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	in der post-modernen ist Zeit ,	0	0	0.0	-1	-102.315	-1	-107.017	1	-105.418	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	Vor allem ist	0	0	0.0	-1	-102.315	-1	-107.017	1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	isst	0	0	0.0	-1	-102.315	1	-107.407	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	das ist	0	0	0.0	-1	-102.315	1	-107.331	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	post-modernen ist	0	0	0.0	-1	-102.315	1	-107.31	1	-105.183	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	ist post-modernen	0	0	0.0	-1	-102.315	1	-107.216	1	-105.354	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	sind	1	0	0.0	-1	-102.315	1	-107.017	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	Vor isst	0	0	0.0	1	-102.597	-1	-107.017	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	in der post-modernen Vor Zeit ,	0	0	0.0	1	-102.512	-1	-107.017	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	in der Vor post-modernen Zeit ,	0	0	0.0	1	-102.491	-1	-107.017	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	Vor sind	0	0	0.0	1	-102.464	-1	-107.017	-1	-105.178	0	0
fold4_125_ID1530.txt_50_11_10_ist	corr: number	3	Vor ist	0	0	0.0	1	-102.315	-1	-107.017	-1	-105.178	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	darauf gehören	0	-1	-19919.4	1	-9.62633	1	-16.3908	1	-17.1824	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	davon gehören	0	-1	-19919.4	1	-9.63404	1	-16.4019	1	-17.1875	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	dazugehören gehören	0	-1	-19919.4	1	-9.70785	-1	-15.4227	-1	-15.9393	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	dazuzugehören gehören	0	-1	-19919.4	1	-9.71368	-1	-15.4227	-1	-15.9393	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	dazu dazugehören	0	-1	-19919.4	1	-9.74095	-1	-15.4227	1	-17.3757	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	war dazu gehören	0	-1	-19919.4	-1	-9.62633	1	-16.3567	-1	-15.9393	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	dazugekommene gehören	0	-1	-19919.4	-1	-9.62633	1	-16.4826	-1	-15.9393	0	0
fold8_1124_ID2824.txt_13_47_47_dazu gehören	orth: 06 sep instead of tog: compounds	12	gehören dazu	0	-1	-19919.4	-1	-9.62633	-1	-15.4227	1	-17.3436	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dass derselbe	0	0	0.0	-1	-26.0	1	-12.8379	1	-11.6584	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dass dasselbe	0	0	0.0	-1	-26.0	1	-12.7438	1	-11.5909	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	das derselbe	0	0	0.0	-1	-26.0	1	-12.3096	1	-11.0881	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	das dasselbe	0	0	0.0	-1	-26.0	1	-12.2156	1	-11.0207	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe	1	0	0.0	-1	-26.0	1	-11.2679	1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe dass	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe den	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe der	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe dem	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe dafür	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold2_2206_ID2696.txt_9_70_70_das Selbe	orth: 07 sep instead of tog: other cases	9	dasselbe dasselbe	0	0	0.0	1	-26.0	-1	-11.2679	-1	-10.0924	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	Schönes	0	0	0.0	-1	-8.08895	-1	-13.3079	1	-14.7968	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	neues Schönes	0	0	0.0	1	-9.08149	1	-14.6037	-1	-13.707	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	Neues Schönes	0	0	0.0	1	-9.0781	1	-14.6083	-1	-13.707	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	neues schönes	0	0	0.0	1	-9.07114	1	-14.5935	1	-15.6144	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	Neues schönes	0	0	0.0	1	-9.06776	1	-14.5981	1	-15.5725	0	0
fold8_30_ID2667.txt_30_26_26_neues	orth: 02 lcp instead of cap: other cases	5	Neues	1	0	0.0	1	-8.08895	1	-13.3079	1	-13.707	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	Jugend Arbeitslosseins	0	-1	-4401.47	1	-1.24406	1	-1.86415	1	-1.85884	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	Jugend erwachsensein	0	-1	-4401.47	1	-1.24406	1	-1.86415	1	-1.85884	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	jugend seins	0	-1	-4401.47	1	-1.2382	-1	-1.82824	-1	-1.80995	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	Jugend Jungseins	0	-1	-4401.47	1	-1.21462	1	-1.86605	1	-1.84368	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	Jugend Daseins	0	-1	-4401.47	1	-1.21344	1	-1.82824	1	-1.80995	0	0
fold7_45_ID2184.txt_12_44_44_Jugend seins	orth: 06 sep instead of tog: compounds	12	Jugendseins	1	1	-4401.47	-1	-1.21344	-1	-1.82824	-1	-1.80995	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	das Dasselbe	0	-1	-8602.6	1	-2.10054	1	-3.10523	1	-3.1202	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	das Dieselbe	0	-1	-8602.6	1	-2.08699	1	-3.09458	1	-3.11536	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	das derselbe	0	-1	-8602.6	1	-2.07236	1	-3.11234	1	-3.12563	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	das dasselbe	0	-1	-8602.6	1	-2.05812	1	-3.1127	1	-3.11149	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	das dieselbe	0	-1	-8602.6	1	-2.05351	1	-3.10437	1	-3.10485	0	0
fold7_921_ID1284.txt_15_60_60_das selbe	orth: 07 sep instead of tog: other cases	9	dasselbe	1	1	-8602.6	-1	-2.05351	1	-2.46546	1	-2.4104	0	0
fold9_2326_ID2831.txt_22_28_28_das	orth: 11 omissions: of double consonants	3	die	0	0	0.0	1	-2409.1	1	-2407.07	1	-2410.19	0	0
fold9_2326_ID2831.txt_22_28_28_das	orth: 11 omissions: of double consonants	3	Das	0	0	0.0	1	-2409.07	1	-2407.06	1	-2410.18	0	0
fold9_2326_ID2831.txt_22_28_28_das	orth: 11 omissions: of double consonants	3	dem	0	0	0.0	1	-2409.02	1	-2407.01	1	-2410.13	0	0
fold9_2326_ID2831.txt_22_28_28_das	orth: 11 omissions: of double consonants	3	dass	1	0	0.0	1	-2408.47	1	-2406.57	1	-2409.59	0	0
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	Drann	0	0	-10411.4	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	Drann	0	0	-10411.4	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	Drann	0	1	-10411.4	-1	-22.0	-1	-6.83427	-1	-6.65313	1	0
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	- drann	0	0	-10411.3	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	1
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	- drann	0	0	-10411.3	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	- drann	0	0	-10411.3	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	- drann	0	1	-10411.3	-1	-22.0	-1	-6.83427	-1	-6.65313	1	0
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	drann'	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	1
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	drann'	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	drann'	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	drann'	0	1	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	1	0
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	er drann	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	1
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	er drann	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	er drann	0	0	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	er drann	0	1	-10411.2	-1	-22.0	-1	-6.83427	-1	-6.65313	1	0
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	dran	1	0	-10411.1	1	-22.0	1	-6.83427	1	-6.65313	-1	1
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	dran	1	0	-10411.1	1	-22.0	1	-6.83427	1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	dran	1	0	-10411.1	1	-22.0	1	-6.83427	1	-6.65313	-1	2
fold5_233_ID2154.txt_17_104_104_drann	orth: 15 insertions: of double consonants	5	dran	1	1	-10411.1	1	-22.0	1	-6.83427	1	-6.65313	1	0
fold8_742_ID1632.txt_11_42_42_zB.	orth: 27 abbreviations	3	. z. B.	0	0	-4205.38	-1	-3.04679	-1	-4.72406	1	-6.49778	-1	4
fold8_742_ID1632.txt_11_42_42_zB.	orth: 27 abbreviations	3	. z. B.	0	0	-4205.38	-1	-3.04679	-1	-4.72406	1	-6.49778	-1	4
fold8_742_ID1632.txt_11_42_42_zB.	orth: 27 abbreviations	3	. z. B.	0	0	-4205.38	-1	-3.04679	-1	-4.72406	1	-6.49778	-1	4
